id,article_nr,medium_code,relevant,frames_present,dominant_frame,resp_accused_actors,moral_position,conflict_parties,raw_text
1002847,287,BZ,1,2;6;8,2,Economiesuisse;Bundesrat;SVP;Arbeitgeberverband,NA,George Sheldon;Reiner Eichenberger,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""Economiesuisse"", ""Bundesrat"", ""SVP"", ""Arbeitgeberverband""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""George Sheldon"", ""Reiner Eichenberger""]
  }
}"
1232437,288,TA,1,6;8,8,NA,NA,Linke;SVP;Bundesrat;Kantone,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": []
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Linke"", ""SVP"", ""Bundesrat"", ""Kantone""]
    }
}"
1126842,289,ZWA,1,1;2;6;8,8,EU;SVP,NA,SVP;CVP;EU,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""CVP"", ""EU""]
  }
}"
1145717,290,TA,1,2;8,2,NA,NA,Swissmem and Swiss Farmers' Association;SVP,"{
  ""relevant"": 1,
  ""frames_present"": [2, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Swissmem and Swiss Farmers' Association"", ""SVP""]
  }
}"
1081456,291,SGT,1,6;8,8,SVP,NA,Bundesrat;SVP,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Bundesrat"", ""SVP""]
  }
}"
1148164,292,BU,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1004015,293,BZ,1,1;2;3;6;7;8,6,SVP;Einwanderer;Schweizer Arbeitskräfte,restriktiv,Einheimische;Einwanderer;SVP;Unternehmen,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 3, 6, 7, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Einwanderer"", ""Schweizer Arbeitskräfte""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": {
        ""parties"": [""Einheimische"", ""Einwanderer"", ""SVP"", ""Unternehmen""]
    }
}"
1055217,294,SRF,1,1;6;8,6,EU-Kommission;einige deutsche und britische Minister,NA,EU-Kommission;einige deutsche und britische Minister,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU-Kommission"", ""einige deutsche und britische Minister""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""EU-Kommission"", ""einige deutsche und britische Minister""]
    }
}"
1035935,295,BZ,1,1;8,1,NA,NA,Tessiner Grüne;Mutterpartei der Grünen,"{
    ""relevant"": 1,
    ""frames_present"": [1, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": []
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Tessiner Grüne"", ""Mutterpartei der Grünen""]
    }
}"
1157639,296,SRF,1,2;8,8,NA,NA,SVP;CVP;Bauernverband,"{
  ""relevant"": 1,
  ""frames_present"": [2, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [
      ""SVP"",
      ""CVP"",
      ""Bauernverband""
    ]
  }
}"
1052782,297,NZZ,0,NA,0,NA,NA,NA,"{
  ""relevant"": 0,
  ""frames_present"": [],
  ""dominant_frame"": 0,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1347815,298,SRF,1,2,2,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
973319,299,SGT,1,1;6;7;8,1,Economiesuisse;Grüne;Befürworter der Personenfreizügigkeit,restriktiv,Gegner der Masseneinwanderungs-Initiative;Befürworter der Personenfreizügigkeit,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 7, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Economiesuisse"", ""Grüne"", ""Befürworter der Personenfreizügigkeit""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": {
        ""parties"": [""Gegner der Masseneinwanderungs-Initiative"", ""Befürworter der Personenfreizügigkeit""]
    }
}"
1224123,300,SRF,1,1;6;8,1,Bundesrat;Volkswirtschaftsminister Johann Schneider-Ammann,NA,Volkswirtschaftsminister Johann Schneider-Ammann;linke Parteien;Verkehrsministerin Doris Leuthard,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""Volkswirtschaftsminister Johann Schneider-Ammann""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Volkswirtschaftsminister Johann Schneider-Ammann"", ""linke Parteien"", ""Verkehrsministerin Doris Leuthard""]
    }
}"
1234546,301,TA,1,1;6;8,1,SVP;Martin Waser,NA,SVP;SP-Stadtrat Martin Waser,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Martin Waser""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""SP-Stadtrat Martin Waser""]
  }
}"
1040064,302,SGT,1,2;6;7,2,Initianten der Abschottungsinitiative;Migrationsbehörden,liberal,NA,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 7],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""Initianten der Abschottungsinitiative"", ""Migrationsbehörden""]
  },
  ""moral_frame"": {
    ""position"": ""liberal""
  },
  ""conflict_frame"": null
}"
1170605,303,SGT,0,NA,0,NA,NA,NA,"{
  ""relevant"": 0,
  ""frames_present"": [],
  ""dominant_frame"": 0,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
961393,304,SGT,1,1;2;6;8,8,SVP;EU;Government,NA,SVP;IHK;Government,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""EU"", ""Government""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""IHK"", ""Government""]
  }
}"
1069740,305,BZ,1,1;6;7,1,Wirtschaft,restriktiv,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6, 7],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Wirtschaft""]
    },
    ""moral_frame"": {
        ""position"": ""restriktiv""
    },
    ""conflict_frame"": null
}"
959307,306,SGT,1,2;6;7;8,6,Initiative,liberal,Befürworter der Initiative;Gegner der Initiative,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 7, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""Initiative""]
  },
  ""moral_frame"": {
    ""position"": ""liberal""
  },
  ""conflict_frame"": {
    ""parties"": [""Befürworter der Initiative"", ""Gegner der Initiative""]
  }
}"
986810,307,ZWA,1,1;8,1,NA,NA,SVP;Gegner der Initiative,"{
    ""relevant"": 1,
    ""frames_present"": [1, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [
            ""SVP"",
            ""Gegner der Initiative""
        ]
    }
}"
1165036,308,BU,1,1;6;8,6,nationale Behörden;britische Regierung,NA,EU-Kommission;britische Regierung,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""nationale Behörden"", ""britische Regierung""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""EU-Kommission"", ""britische Regierung""]
  }
}"
1221512,309,SRF,1,6;8,6,Schweiz;EU,NA,Schweiz;EU,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Schweiz"", ""EU""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Schweiz"", ""EU""]
    }
}"
1034270,310,NZZ,1,1;6;8,6,Bundesrat;EU-Zuwanderer,NA,Bundesrat;SVP;FDP;SP,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat"", ""EU-Zuwanderer""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Bundesrat"", ""SVP"", ""FDP"", ""SP""]
  }
}"
981002,311,BZ,1,1;6,1,Gewerkschaften,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Gewerkschaften""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1003126,312,BU,1,2;6;8,2,SVP;Christoph Blocher,NA,SVP;EU-Kommission;Schweizer Wirtschaft,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Christoph Blocher""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""EU-Kommission"", ""Schweizer Wirtschaft""]
    }
}"
1161027,313,BZ,1,1;2;6;8,2,SVP;Befürworter der Masseneinwanderungsinitiative,NA,Befürworter der bilateralen Verträge;Befürworter der Masseneinwanderungsinitiative,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Befürworter der Masseneinwanderungsinitiative""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Befürworter der bilateralen Verträge"", ""Befürworter der Masseneinwanderungsinitiative""]
    }
}"
1046110,314,SGT,1,2;6;7;8,2,SVP,liberal,SVP;Unternehmer;Dienstleister,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 7, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP""]
  },
  ""moral_frame"": {
    ""position"": ""liberal""
  },
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Unternehmer"", ""Dienstleister""]
  }
}"
992397,315,NZZ,1,1;6;7;8,1,Bundesrat;Parlament;Bundeshaus,restriktiv,Befürworter der Fabi-Vorlage;Gegner der Fabi-Vorlage,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 7, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat"", ""Parlament"", ""Bundeshaus""]
  },
  ""moral_frame"": {
    ""position"": ""restriktiv""
  },
  ""conflict_frame"": {
    ""parties"": [""Befürworter der Fabi-Vorlage"", ""Gegner der Fabi-Vorlage""]
  }
}"
1052772,316,NZZ,1,6;8,8,SVP;Bundesrat;Gewerkschaften;Arbeitgeber,NA,SVP;Bundesrat;Gewerkschaften;Arbeitgeber,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Bundesrat"", ""Gewerkschaften"", ""Arbeitgeber""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Bundesrat"", ""Gewerkschaften"", ""Arbeitgeber""]
    }
}"
1199974,317,BU,1,1;6,1,EU companies;Swiss control system,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU companies"", ""Swiss control system""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1163797,318,TA,1,1;2;6;8,1,EU;Bundesrat,NA,Bundesrat;Universität St. Gallen;Avenir Suisse,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU"", ""Bundesrat""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Bundesrat"", ""Universität St. Gallen"", ""Avenir Suisse""]
  }
}"
1204216,319,SGT,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1026244,320,BU,1,6;8,8,Bundesrat;SVP;linke Kritiker von Strahm,NA,Rudolf Strahm;linke Kritiker;SVP,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat"", ""SVP"", ""linke Kritiker von Strahm""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Rudolf Strahm"", ""linke Kritiker"", ""SVP""]
  }
}"
1028068,321,BU,1,2;6;8,2,Herkunftsländer;EU-Kommission,NA,Herkunftsländer;Gastländer,"{
  ""relevant"": 1,
  ""frames_present"": [2, 6, 8],
  ""dominant_frame"": 2,
  ""responsibility_frame"": {
    ""accused_actors"": [""Herkunftsländer"", ""EU-Kommission""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Herkunftsländer"", ""Gastländer""]
  }
}"
957541,322,BU,1,6;8,8,"SVP;Bundesrat;Parteipräsidenten der CVP, BDP, SP, FDP, Grünen, GLP und EVP",NA,"SVP;Gegner der Initiative (CVP, BDP, SP, FDP, Grünen, GLP, EVP)","{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": [""SVP"", ""Bundesrat"", ""Parteipräsidenten der CVP, BDP, SP, FDP, Grünen, GLP und EVP""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Gegner der Initiative (CVP, BDP, SP, FDP, Grünen, GLP, EVP)""]
    }
}"
1164571,323,BU,1,1;6,1,Bundesrat,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [1, 6],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1142325,324,NZZ,1,2,2,NA,NA,NA,"{
  ""relevant"": 1,
  ""frames_present"": [2],
  ""dominant_frame"": 2,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1266961,325,BLI,1,6;8,8,Bundesrat;SP,NA,Bundesrat;SP;SVP,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 8,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat"", ""SP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Bundesrat"", ""SP"", ""SVP""]
  }
}"
1065357,326,SGT,1,2,2,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2],
    ""dominant_frame"": 2,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1211400,327,SRF,1,NA,0,NA,NA,NA,"{
    ""relevant"": 1,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1214529,328,BLI,1,6;8,6,SVP,NA,SVP;George Sheldon,"{
  ""relevant"": 1,
  ""frames_present"": [6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""George Sheldon""]
  }
}"
977361,329,BU,1,2;6;7,6,EU,restrictive,NA,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 7],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""EU""]
    },
    ""moral_frame"": {
        ""position"": ""restrictive""
    },
    ""conflict_frame"": null
}"
1163254,330,TA,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
941277,331,TA,1,8,8,NA,NA,"SVP, EDU, Schweizer Demokraten, Direktdemokraten;BDP, CSP, CVP, EVP, FDP, GPS, SP, Piratenpartei, Alternative Linke","{
    ""relevant"": 1,
    ""frames_present"": [8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [
            ""SVP, EDU, Schweizer Demokraten, Direktdemokraten"",
            ""BDP, CSP, CVP, EVP, FDP, GPS, SP, Piratenpartei, Alternative Linke""
        ]
    }
}"
1260310,332,BU,1,2;6;8,2,Ecopop-Initiative;Masseneinwanderungsinitiative,NA,SP;SVP;Ecopop-Initiative,"{
    ""relevant"": 1,
    ""frames_present"": [2, 6, 8],
    ""dominant_frame"": 2,
    ""responsibility_frame"": {
        ""accused_actors"": [""Ecopop-Initiative"", ""Masseneinwanderungsinitiative""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SP"", ""SVP"", ""Ecopop-Initiative""]
    }
}"
1078964,333,BLI,0,NA,0,NA,NA,NA,"{
  ""relevant"": 0,
  ""frames_present"": [],
  ""dominant_frame"": 0,
  ""responsibility_frame"": null,
  ""moral_frame"": null,
  ""conflict_frame"": null
}"
1110577,334,SGT,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
976676,335,BZ,1,6;8,6,Bundesrat,NA,Bundesrat;Befürworter der Masseneinwanderungsinitiative,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 6,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Bundesrat"", ""Befürworter der Masseneinwanderungsinitiative""]
    }
}"
952767,336,SGT,1,1;2;6;8,1,Arbeitgeber;kantonale Verwaltung,NA,SVP;Grüne;Arbeitgeber,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Arbeitgeber"", ""kantonale Verwaltung""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Grüne"", ""Arbeitgeber""]
    }
}"
1051526,337,ZWA,1,1;2;6;8,1,Bundesrat;EU-Einwanderer,NA,Bundesrat;SVP;SP;Wirtschaftsprofessor,"{
    ""relevant"": 1,
    ""frames_present"": [1, 2, 6, 8],
    ""dominant_frame"": 1,
    ""responsibility_frame"": {
        ""accused_actors"": [""Bundesrat"", ""EU-Einwanderer""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""Bundesrat"", ""SVP"", ""SP"", ""Wirtschaftsprofessor""]
    }
}"
1085102,338,BU,0,NA,0,NA,NA,NA,"{
    ""relevant"": 0,
    ""frames_present"": [],
    ""dominant_frame"": 0,
    ""responsibility_frame"": null,
    ""moral_frame"": null,
    ""conflict_frame"": null
}"
1065938,339,BLI,1,1;6;8,1,Unternehmen;Politiker,NA,Junge Arbeitslose aus dem Tessin;Unternehmen;Politiker,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Unternehmen"", ""Politiker""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Junge Arbeitslose aus dem Tessin"", ""Unternehmen"", ""Politiker""]
  }
}"
1183762,340,SRF,1,6;8,8,Linke und Mitteparteien;Regierung;Verwaltung;Redaktionsstuben;Intellektuelle;Wirtschaftsverbände;Gewerkschaften,NA,SVP;Linke und Mitteparteien;Regierung;Wirtschaftsverbände;Gewerkschaften,"{
    ""relevant"": 1,
    ""frames_present"": [6, 8],
    ""dominant_frame"": 8,
    ""responsibility_frame"": {
        ""accused_actors"": [""Linke und Mitteparteien"", ""Regierung"", ""Verwaltung"", ""Redaktionsstuben"", ""Intellektuelle"", ""Wirtschaftsverbände"", ""Gewerkschaften""]
    },
    ""moral_frame"": null,
    ""conflict_frame"": {
        ""parties"": [""SVP"", ""Linke und Mitteparteien"", ""Regierung"", ""Wirtschaftsverbände"", ""Gewerkschaften""]
    }
}"
1211266,341,TA,1,1;2;3;6;8,6,SVP;Bundesrat;EU,NA,SVP;Bundesrat;Linke;Bürgerliche Parteien;Wirtschaftsverbände,"{
  ""relevant"": 1,
  ""frames_present"": [1, 2, 3, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""SVP"", ""Bundesrat"", ""EU""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""SVP"", ""Bundesrat"", ""Linke"", ""Bürgerliche Parteien"", ""Wirtschaftsverbände""]
  }
}"
1206581,342,SGT,1,1;6;8,6,EU-Kommission;Mitgliedstaaten;Rumänien;Bulgarien,NA,EU-Kommission;Mitgliedstaaten;Deutschland;Österreich;Niederlande;Grossbritannien,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 6,
  ""responsibility_frame"": {
    ""accused_actors"": [""EU-Kommission"", ""Mitgliedstaaten"", ""Rumänien"", ""Bulgarien""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""EU-Kommission"", ""Mitgliedstaaten"", ""Deutschland"", ""Österreich"", ""Niederlande"", ""Grossbritannien""]
  }
}"
1194879,343,NZZ,1,1;6;8,1,Bundesrat;Parlament,NA,Gewerkschaft Unia;Bundesrat und Parlament,"{
  ""relevant"": 1,
  ""frames_present"": [1, 6, 8],
  ""dominant_frame"": 1,
  ""responsibility_frame"": {
    ""accused_actors"": [""Bundesrat"", ""Parlament""]
  },
  ""moral_frame"": null,
  ""conflict_frame"": {
    ""parties"": [""Gewerkschaft Unia"", ""Bundesrat und Parlament""]
  }
}"
